,LABEL,1d_Hurst,1d_FDI,lower_range,upper_range,VWAP_spot,z_score,partiality,15p_geomean,trend
0,ETF : XLV,0.6131372499985507,1.3868627500014492,126.03855178819865,133.85471711869573,128.68856829234517,-0.3219139073717655,34.0% | 66.0%,-0.000169,BEARISH
1,ETF : XLP,0.6552143669543665,1.3447856330456336,72.43639077759323,77.05879317683303,73.15729855753952,-0.6880809078565521,16.0% | 84.0%,-0.0007,BEARISH
2,ETF : XLU,0.5811435430820348,1.4188564569179651,70.59378365567967,73.58278067868066,72.12017613294996,0.02134091504565957,51.0% | 49.0%,7.3e-05,BULLISH
3,ETF : XLK,0.5096636429578688,1.490336357042131,127.21767651417623,144.71381549375045,133.5685254176598,-0.27402852584815096,36.0% | 64.0%,-0.000732,BROWNIAN
4,ETF : XLY,0.8253731530441346,1.1746268469558654,130.30602029833636,161.87960976197735,144.56658256710804,-0.09667779235594157,45.0% | 55.00000000000001%,-0.001395,BEARISH
5,ETF : XLB,0.4521819503460839,1.547818049653916,79.89198784150406,87.07660483406676,82.67059313207045,-0.22651261899062397,39.0% | 61.0%,-0.000372,BROWNIAN
6,ETF : XLI,0.6222728840684058,1.3777271159315942,90.20406267629197,97.2303549090419,92.38349638391404,-0.3796347674058857,31.0% | 69.0%,-0.000407,BEARISH
7,ETF : XLE,0.3642973114258103,1.6357026885741897,76.61204177406493,87.33415490533228,82.2276074635693,0.04747368746343518,52.0% | 48.0%,0.000946,MEAN REVERTING
8,ETF : XLF,0.7198537022043613,1.2801462977956386,32.06500101786858,35.29672763690283,33.3602220205642,-0.19843405375503176,40.0% | 60.0%,-0.000456,BEARISH
9,ETF : XOP,0.2023080917896429,1.797691908210357,126.68849958342496,144.12617264149318,136.72610100711626,0.15125468751084467,57.99999999999999% | 42.0%,0.00042,MEAN REVERTING
10,ETF : QQQ,0.661896273496624,1.338103726503376,278.31944580078607,319.056648531464,295.0413520979222,-0.17903512385530804,41.0% | 59.0%,-0.000771,BEARISH
11,COMMODITY : HG=F,0.5206452085954755,1.4793547914045244,4.048698720827808,4.351563340425606,4.176058671403976,-0.1589644855493446,42.0% | 57.99999999999999%,0.000222,BROWNIAN
12,COMMODITY : NG=F,0.632917503020285,1.367082496979715,7.378972203499948,9.28291915621199,8.304439534915792,-0.02784336496604642,49.0% | 51.0%,0.000868,BULLISH
13,COMMODITY : CL=F,0.5268789852653774,1.4731210147346228,104.43052600155524,120.22549702609398,109.74713535844204,-0.32679720037130466,34.0% | 66.0%,0.00036,BROWNIAN
14,ETF : SPHB,0.5954847339186794,1.4045152660813205,60.33258402486831,69.89598957801621,63.77156266658284,-0.28080459986713646,36.0% | 64.0%,-0.000705,BEARISH
15,ETF : SPLV,0.7249182506736527,1.2750817493263473,62.38285786926251,66.23380576344552,63.61957907816316,-0.3577055608730697,32.0% | 68.0%,-0.000359,BEARISH
16,ETF : MTUM,0.6393206681750634,1.3606793318249366,131.23634299615554,150.03055867938173,138.20156710989247,-0.25879065866490214,37.0% | 63.0%,-0.000806,BEARISH
17,ETF : IWF,0.6462398210604574,1.3537601789395426,213.44761034541875,248.10670696201834,226.82836700345138,-0.22786466098345673,39.0% | 61.0%,-0.000892,BEARISH
18,ETF : IWM,0.6779789399108803,1.3220210600891198,168.0454427815297,191.02317713355671,177.8069393530281,-0.1503516907325302,42.0% | 57.99999999999999%,-0.000537,BEARISH
19,ETF : MDY,0.6484552285781788,1.3515447714218212,423.74830276709366,469.4778638634161,440.9726610665739,-0.24668604348947412,38.0% | 62.0%,-0.000447,BEARISH
20,ETF : CWB,0.8209938089384937,1.1790061910615064,62.361893446053976,72.0332229172365,67.04599462765904,-0.03134285817431911,48.0% | 52.0%,-0.000653,BEARISH
21,ETF : HYG,0.7646363302843657,1.2353636697156343,74.2137881811757,78.16392161405095,76.04959408111615,-0.07050942397953602,46.0% | 54.0%,-0.000367,BEARISH
22,ETF : BKLN,0.6925295832494354,1.3074704167505646,20.451724282090417,21.535948548515528,20.949989086773744,-0.08088239654292384,46.0% | 54.0%,-0.000321,BEARISH
23,ETF : BIZD,0.5888381580559843,1.4111618419440157,15.696999516900616,17.04866928809664,16.180152499985372,-0.28510203693134745,36.0% | 64.0%,-0.000453,BEARISH
24,ETF : FXE,0.6659828908194213,1.3340171091805786,96.27601145443387,98.40949542832982,97.08988325648403,-0.23704905965246167,38.0% | 62.0%,-7.5e-05,BEARISH
25,ETF : JJC,0.776521027179445,1.2234789728205548,20.02052386859909,22.042705380838814,20.992521699260035,-0.03866411123066617,48.0% | 52.0%,-0.000636,BEARISH
26,ETF : PFF,0.5483359847025863,1.4516640152974136,32.44279155901438,34.08080338370728,33.07455513706956,-0.22862146837844102,39.0% | 61.0%,-0.000266,BROWNIAN
27,ETF : USO,0.38378594801967536,1.6162140519803248,76.80764451687125,85.27786699784656,80.1271459485331,-0.216194984460521,39.0% | 61.0%,0.000408,MEAN REVERTING
28,ETF : VNQ,0.7906199910661981,1.209380008933802,86.85138085119537,105.39667899224735,95.5089733668055,-0.06633018787164821,47.0% | 53.0%,-0.000997,BEARISH
29,ETF : UNG,0.5447788962317686,1.4552211037682314,24.94007012969269,31.27723216732492,28.5815450774434,0.1492447016902488,56.99999999999999% | 43.0%,0.00149,BROWNIAN
30,ETF : MUB,0.8441424026713034,1.1558575973286966,103.48447429446436,106.03189863472117,104.74063863870542,-0.013776916244412768,49.0% | 51.0%,-0.000204,BEARISH
31,ETF : MBB,0.4368791395239143,1.5631208604760858,97.26245471109877,99.2321230003395,98.2652304458281,0.018217879839937296,51.0% | 49.0%,4e-05,MEAN REVERTING
32,ETF : SHY,0.4275843825099009,1.5724156174900992,82.84001933226807,83.31301547009326,83.06147478493297,-0.06360566205408191,47.0% | 53.0%,2e-05,MEAN REVERTING
33,ETF : IEF,0.49391466882378915,1.5060853311762108,101.30870106847652,103.9494321544899,102.76981199658744,0.1065957725492629,55.00000000000001% | 45.0%,1.9e-05,BROWNIAN
34,ETF : TLT,0.5478280642508027,1.4521719357491973,111.224059280633,119.88990294930808,116.24125539463574,0.1579244458652511,57.99999999999999% | 42.0%,-0.000272,BROWNIAN
35,ETF : TIP,0.5341250962505374,1.4658749037494627,116.07525588927557,121.31018037830852,118.87109692094721,0.06814951678056397,53.0% | 47.0%,-0.000172,BROWNIAN
36,ETF : LQD,0.5381584541233336,1.4618415458766663,109.71789958600975,113.06193321619078,111.24523460541603,-0.08653130421801579,46.0% | 54.0%,-0.000122,BROWNIAN
